Player,Pos,Age,Team,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year,next_G,next_MP,next_PTS,next_TRB,next_AST,next_STL,next_BLK,next_TOV,next_FG%,next_3P%,next_eFG%,pts_change,ast_change,trb_change,mp_change,efg_change,breakout_score,Breakout,PTS_growth,AST_growth,TRB_growth,MP_growth,eFG%_growth
Trendon Watford,PF,22.0,POR,62,12,19.1,2.9,5.2,0.56,0.4,1.0,0.391,2.5,4.2,0.602,0.599,1.2,1.6,0.72,0.7,3.2,3.8,2.1,0.5,0.2,1.1,1.9,7.4,2023,63,13.6,6.9,3.1,1.3,0.4,0.3,1.0,0.527,0.397,0.571,-0.5,-0.8,-0.6999999999999997,-5.500000000000002,-0.028000000000000025,-0.6485723753769341,0,-0.1999999999999993,0.40000000000000013,-0.2999999999999998,1.0,0.04999999999999993
Trendon Watford,PF,23.0,BRK,63,2,13.6,2.6,4.9,0.527,0.4,1.1,0.397,2.2,3.9,0.564,0.571,1.2,1.5,0.794,0.8,2.3,3.1,1.3,0.4,0.3,1.0,1.7,6.9,2024,44,20.8,10.2,3.6,2.6,0.6,0.3,1.9,0.469,0.33,0.51,3.299999999999999,1.3,0.5,7.200000000000001,-0.06099999999999994,0.5989387561609335,0,-0.5,-0.8,-0.6999999999999997,-5.500000000000002,-0.028000000000000025
Trent Forrest,PG,23.0,UTA,60,6,12.8,1.3,2.6,0.49,0.1,0.5,0.185,1.2,2.1,0.555,0.506,0.6,0.8,0.792,0.4,1.3,1.7,1.8,0.5,0.1,0.8,0.7,3.3,2022,23,12.0,2.3,1.6,1.7,0.3,0.1,0.7,0.417,0.0,0.417,-1.0,-0.10000000000000009,-0.09999999999999987,-0.8000000000000007,-0.08900000000000002,-0.5007130527828461,0,0.3999999999999999,0.30000000000000004,0.19999999999999996,2.700000000000001,0.020000000000000018
Trent Forrest,PG,24.0,ATL,23,3,12.0,1.1,2.6,0.417,0.0,0.1,0.0,1.1,2.5,0.431,0.417,0.1,0.1,0.667,0.2,1.4,1.6,1.7,0.3,0.1,0.7,0.7,2.3,2023,38,10.9,2.2,1.3,2.4,0.3,0.1,0.5,0.378,0.2,0.389,-0.09999999999999964,0.7,-0.30000000000000004,-1.0999999999999996,-0.02799999999999997,-0.15578996109327137,0,-1.0,-0.10000000000000009,-0.09999999999999987,-0.8000000000000007,-0.08900000000000002
Trenton Hassell,SG,23.0,CHI,82,53,24.4,1.8,4.8,0.367,0.2,0.5,0.325,1.6,4.3,0.372,0.384,0.5,0.7,0.745,0.5,2.7,3.1,1.8,0.5,0.7,1.0,2.4,4.2,2003,81,28.0,5.0,3.2,1.6,0.4,0.7,0.6,0.465,0.308,0.47,0.7999999999999998,-0.19999999999999996,0.10000000000000009,3.6000000000000014,0.08599999999999997,0.248480570305548,0,-4.499999999999999,-0.40000000000000013,-0.19999999999999973,-4.300000000000001,-0.08899999999999997
Trenton Hassell,SG,24.0,MIN,81,74,28.0,2.2,4.7,0.465,0.0,0.2,0.308,2.1,4.5,0.47,0.47,0.6,0.8,0.787,0.8,2.3,3.2,1.6,0.4,0.7,0.6,2.5,5.0,2004,82,25.2,6.6,2.7,1.6,0.4,0.4,0.8,0.474,0.091,0.475,1.5999999999999996,0.0,-0.5,-2.8000000000000007,0.0050000000000000044,-0.09651974703294729,0,0.7999999999999998,-0.19999999999999996,0.10000000000000009,3.6000000000000014,0.08599999999999997
Trevor Ariza,SF,20.0,ORL,57,10,17.5,1.6,4.0,0.412,0.0,0.1,0.2,1.6,3.9,0.416,0.414,1.4,2.2,0.606,1.4,2.5,3.8,1.1,1.0,0.2,1.1,1.8,4.6,2006,57,22.4,8.9,4.4,1.1,1.0,0.3,1.5,0.539,0.0,0.539,4.300000000000001,0.0,0.6000000000000005,4.899999999999999,0.12500000000000006,0.8481969130766435,1,-1.3000000000000007,0.0,0.7999999999999998,0.1999999999999993,-0.03200000000000003
Trevor Ariza,SG,21.0,ORL,57,7,22.4,3.5,6.5,0.539,0.0,0.1,0.0,3.5,6.4,0.549,0.539,1.9,3.0,0.62,1.7,2.6,4.4,1.1,1.0,0.3,1.5,2.4,8.9,2007,35,15.6,5.5,3.1,1.3,0.9,0.3,0.7,0.507,0.278,0.526,-3.4000000000000004,0.19999999999999996,-1.3000000000000003,-6.799999999999999,-0.013000000000000012,-0.8612851603538234,0,4.300000000000001,0.0,0.6000000000000005,4.899999999999999,0.12500000000000006
Trevor Ariza,SF,22.0,LAL,35,3,15.6,2.0,3.9,0.507,0.1,0.5,0.278,1.8,3.4,0.542,0.526,1.4,2.1,0.653,0.9,2.2,3.1,1.3,0.9,0.3,0.7,1.3,5.5,2008,82,24.4,8.9,4.3,1.8,1.7,0.3,1.1,0.46,0.319,0.511,3.4000000000000004,0.5,1.1999999999999997,8.799999999999999,-0.015000000000000013,0.7086339636577778,1,-3.4000000000000004,0.19999999999999996,-1.3000000000000003,-6.799999999999999,-0.013000000000000012
Trevor Ariza,SF,23.0,LAL,82,20,24.4,3.3,7.3,0.46,0.7,2.3,0.319,2.6,4.9,0.526,0.511,1.5,2.1,0.71,1.4,2.9,4.3,1.8,1.7,0.3,1.1,2.0,8.9,2009,72,36.5,14.9,5.6,3.8,1.8,0.6,2.2,0.394,0.334,0.462,6.0,1.9999999999999998,1.2999999999999998,12.100000000000001,-0.04899999999999999,1.2887834684945496,1,3.4000000000000004,0.5,1.1999999999999997,8.799999999999999,-0.015000000000000013
Trevor Booker,PF,24.0,WAS,50,32,25.2,3.6,6.8,0.531,0.0,0.0,0.5,3.6,6.8,0.531,0.532,1.1,1.9,0.602,2.4,4.1,6.5,0.8,1.0,0.9,1.2,2.8,8.4,2012,48,18.5,5.3,5.0,0.8,0.7,0.3,0.6,0.491,0.0,0.491,-3.1000000000000005,0.0,-1.5,-6.699999999999999,-0.041000000000000036,-0.9480068198066385,0,3.1000000000000005,0.30000000000000004,2.6,8.8,-0.017000000000000015
Trey Burke,PG,22.0,UTA,76,43,30.1,4.9,13.2,0.368,1.6,5.1,0.318,3.2,8.1,0.4,0.43,1.4,1.9,0.752,0.4,2.3,2.7,4.3,0.9,0.2,1.6,1.6,12.8,2015,64,21.3,10.6,1.8,2.3,0.5,0.1,1.3,0.413,0.344,0.483,-2.200000000000001,-2.0,-0.9000000000000001,-8.8,0.05299999999999999,-0.9820830005070618,0,0.0,-1.4000000000000004,-0.2999999999999998,-2.1999999999999957,-0.01200000000000001
Trey Burke,PG,23.0,UTA,64,0,21.3,4.1,9.9,0.413,1.4,4.0,0.344,2.7,5.9,0.46,0.483,1.0,1.3,0.817,0.3,1.5,1.8,2.3,0.5,0.1,1.3,1.3,10.6,2016,57,12.3,5.0,0.8,1.8,0.2,0.1,0.8,0.455,0.443,0.516,-5.6,-0.4999999999999998,-1.0,-9.0,0.03300000000000003,-1.1507106377935794,0,-2.200000000000001,-2.0,-0.9000000000000001,-8.8,0.05299999999999999
Trey Burke,PG,24.0,WAS,57,0,12.3,2.0,4.5,0.455,0.5,1.2,0.443,1.5,3.2,0.459,0.516,0.4,0.5,0.759,0.1,0.7,0.8,1.8,0.2,0.1,0.8,0.9,5.0,2017,36,21.8,12.8,2.0,4.7,0.7,0.1,1.2,0.503,0.362,0.552,7.800000000000001,2.9000000000000004,1.2,9.5,0.03600000000000003,1.7390991778085882,1,-5.6,-0.4999999999999998,-1.0,-9.0,0.03300000000000003
Trey Lyles,PF,21.0,UTA,71,4,16.3,2.2,6.2,0.362,0.9,2.9,0.319,1.3,3.3,0.4,0.436,0.8,1.1,0.722,0.7,2.6,3.3,1.0,0.4,0.3,0.9,1.4,6.2,2017,73,19.1,9.9,4.8,1.2,0.4,0.5,0.8,0.491,0.381,0.566,3.7,0.19999999999999996,1.5,2.8000000000000007,0.12999999999999995,0.862144574068642,1,0.10000000000000053,0.30000000000000004,-0.40000000000000036,-1.0,-0.057999999999999996
Trey Lyles,PF,22.0,DEN,73,2,19.1,3.7,7.5,0.491,1.1,3.0,0.381,2.6,4.5,0.563,0.566,1.4,2.0,0.706,0.8,4.0,4.8,1.2,0.4,0.5,0.8,1.5,9.9,2018,64,17.5,8.5,3.8,1.4,0.5,0.4,1.1,0.418,0.255,0.47,-1.4000000000000004,0.19999999999999996,-1.0,-1.6000000000000014,-0.09599999999999997,-0.6350200339036569,0,3.7,0.19999999999999996,1.5,2.8000000000000007,0.12999999999999995
Trey Lyles,PF,23.0,DEN,64,2,17.5,3.2,7.7,0.418,0.8,3.1,0.255,2.4,4.6,0.529,0.47,1.3,1.8,0.698,0.7,3.2,3.8,1.4,0.5,0.4,1.1,1.5,8.5,2019,63,20.2,6.4,5.7,1.1,0.4,0.4,0.6,0.446,0.387,0.541,-2.0999999999999996,-0.2999999999999998,1.9000000000000004,2.6999999999999993,0.07100000000000006,0.05738879728587136,0,-1.4000000000000004,0.19999999999999996,-1.0,-1.6000000000000014,-0.09599999999999997
Trey Lyles,PF,24.0,SAS,63,53,20.2,2.4,5.4,0.446,1.0,2.7,0.387,1.4,2.8,0.503,0.541,0.5,0.7,0.733,1.1,4.6,5.7,1.1,0.4,0.4,0.6,1.6,6.4,2020,23,15.6,5.0,3.7,0.6,0.3,0.0,0.3,0.478,0.35,0.556,-1.4000000000000004,-0.5000000000000001,-2.0,-4.6,0.015000000000000013,-0.7094518633157038,0,-2.0999999999999996,-0.2999999999999998,1.9000000000000004,2.6999999999999993,0.07100000000000006
Trey Murphy III,SF,22.0,NOP,79,65,31.0,4.9,10.1,0.484,2.6,6.3,0.406,2.3,3.8,0.611,0.61,2.2,2.4,0.905,0.7,2.8,3.6,1.4,1.1,0.5,0.8,2.0,14.5,2023,57,29.6,14.8,4.9,2.2,0.9,0.5,0.6,0.443,0.38,0.579,0.3000000000000007,0.8000000000000003,1.3000000000000003,-1.3999999999999986,-0.031000000000000028,0.06715518871744323,0,9.1,0.7999999999999999,1.2000000000000002,17.1,0.08799999999999997
Trey Murphy III,SF,23.0,NOP,57,23,29.6,4.8,10.9,0.443,3.0,7.8,0.38,1.9,3.1,0.602,0.579,2.2,2.6,0.815,0.7,4.2,4.9,2.2,0.9,0.5,0.6,1.2,14.8,2024,53,35.0,21.2,5.1,3.5,1.1,0.7,1.9,0.454,0.361,0.548,6.399999999999999,1.2999999999999998,0.1999999999999993,5.399999999999999,-0.030999999999999917,0.9085600389142037,1,0.3000000000000007,0.8000000000000003,1.3000000000000003,-1.3999999999999986,-0.031000000000000028
Tristan Thompson,PF,21.0,CLE,82,82,31.3,4.8,9.7,0.488,0.0,0.0,0.0,4.8,9.7,0.49,0.488,2.2,3.5,0.608,3.7,5.7,9.4,1.3,0.7,0.9,1.5,2.9,11.7,2013,82,31.6,11.7,9.2,0.9,0.5,0.4,1.3,0.477,0.0,0.477,0.0,-0.4,-0.20000000000000107,0.3000000000000007,-0.01100000000000001,-0.2394207861740628,0,3.5,0.8,2.9000000000000004,7.600000000000001,0.04899999999999999
Tristan Thompson,PF,22.0,CLE,82,82,31.6,4.4,9.3,0.477,0.0,0.0,0.0,4.4,9.3,0.478,0.477,2.9,4.1,0.693,3.3,5.9,9.2,0.9,0.5,0.4,1.3,2.3,11.7,2014,82,26.8,8.5,8.0,0.5,0.4,0.7,1.0,0.547,,0.547,-3.1999999999999993,-0.4,-1.1999999999999993,-4.800000000000001,0.07000000000000006,-0.6743513605998174,0,0.0,-0.4,-0.20000000000000107,0.3000000000000007,-0.01100000000000001
Troy Brown Jr.,SF,20.0,WAS,69,22,25.8,4.0,9.0,0.439,0.9,2.6,0.341,3.1,6.4,0.479,0.488,1.6,2.0,0.784,1.1,4.4,5.6,2.6,1.2,0.1,1.1,1.9,10.4,2020,34,15.4,4.7,3.1,0.9,0.3,0.2,0.6,0.431,0.314,0.507,-5.7,-1.7000000000000002,-2.4999999999999996,-10.4,0.019000000000000017,-1.6165868305488968,0,5.6000000000000005,1.1,2.8,11.8,0.025999999999999968
Troy Brown Jr.,SF,21.0,CHI,34,0,15.4,1.8,4.2,0.431,0.6,2.1,0.314,1.2,2.2,0.541,0.507,0.4,0.6,0.714,0.6,2.5,3.1,0.9,0.3,0.2,0.6,1.4,4.7,2021,66,16.0,4.3,3.1,1.0,0.5,0.1,0.4,0.419,0.353,0.51,-0.40000000000000036,0.09999999999999998,0.0,0.5999999999999996,0.0030000000000000027,-0.13071293423002595,0,-5.7,-1.7000000000000002,-2.4999999999999996,-10.4,0.019000000000000017
Troy Brown Jr.,SF,22.0,CHI,66,7,16.0,1.6,3.9,0.419,0.7,2.0,0.353,0.9,1.9,0.488,0.51,0.3,0.4,0.769,0.6,2.5,3.1,1.0,0.5,0.1,0.4,0.9,4.3,2022,76,24.5,7.1,4.1,1.3,0.8,0.2,0.6,0.43,0.381,0.545,2.8,0.30000000000000004,0.9999999999999996,8.5,0.03500000000000003,0.6933552121290321,1,-0.40000000000000036,0.09999999999999998,0.0,0.5999999999999996,0.0030000000000000027
Troy Brown Jr.,SF,23.0,LAL,76,45,24.5,2.6,6.1,0.43,1.4,3.7,0.381,1.2,2.4,0.505,0.545,0.4,0.5,0.872,0.8,3.2,4.1,1.3,0.8,0.2,0.6,1.6,7.1,2023,59,14.0,4.2,2.4,1.0,0.4,0.1,0.5,0.372,0.333,0.476,-2.8999999999999995,-0.30000000000000004,-1.6999999999999997,-10.5,-0.06900000000000006,-1.1908913072159737,0,2.8,0.30000000000000004,0.9999999999999996,8.5,0.03500000000000003
Troy Hudson,PG,23.0,LAC,62,38,25.7,3.3,8.7,0.377,1.0,3.1,0.311,2.3,5.6,0.414,0.433,1.2,1.5,0.811,0.5,1.9,2.4,3.9,0.7,0.0,1.7,1.0,8.8,2000,75,13.4,4.8,1.4,2.2,0.5,0.0,1.2,0.336,0.202,0.366,-4.000000000000001,-1.6999999999999997,-1.0,-12.299999999999999,-0.067,-1.528026507092517,0,2.000000000000001,0.19999999999999973,0.19999999999999973,4.699999999999999,-0.017000000000000015
Troy Hudson,PG,24.0,ORL,75,7,13.4,1.7,5.0,0.336,0.3,1.5,0.202,1.4,3.5,0.392,0.366,1.1,1.4,0.817,0.5,0.9,1.4,2.2,0.5,0.0,1.2,1.1,4.8,2001,81,22.9,11.7,1.8,3.1,0.7,0.1,2.0,0.434,0.353,0.475,6.8999999999999995,0.8999999999999999,0.40000000000000013,9.499999999999998,0.10899999999999999,1.3749900736351506,1,-4.000000000000001,-1.6999999999999997,-1.0,-12.299999999999999,-0.067
Troy Murphy,PF,22.0,GSW,79,79,31.8,4.3,9.5,0.451,0.0,0.2,0.214,4.2,9.3,0.456,0.453,3.1,3.7,0.841,2.9,7.3,10.2,1.3,0.8,0.4,1.4,3.1,11.7,2003,28,21.8,10.0,6.2,0.7,0.4,0.6,1.2,0.44,0.294,0.451,-1.6999999999999993,-0.6000000000000001,-3.999999999999999,-10.0,-0.0020000000000000018,-1.2001550835864747,0,5.799999999999999,0.4,6.299999999999999,14.100000000000001,0.029000000000000026
Troy Murphy,PF,23.0,GSW,28,0,21.8,3.8,8.7,0.44,0.2,0.6,0.294,3.6,8.1,0.451,0.451,2.1,2.9,0.75,1.7,4.5,6.2,0.7,0.4,0.6,1.2,2.1,10.0,2004,70,33.9,15.4,10.8,1.4,0.8,0.5,1.5,0.414,0.399,0.445,5.4,0.7,4.6000000000000005,12.099999999999998,-0.006000000000000005,1.4686477512541158,1,-1.6999999999999993,-0.6000000000000001,-3.999999999999999,-10.0,-0.0020000000000000018
Troy Murphy,PF,24.0,GSW,70,69,33.9,5.6,13.5,0.414,0.8,2.1,0.399,4.8,11.4,0.417,0.445,3.3,4.6,0.73,3.6,7.2,10.8,1.4,0.8,0.5,1.5,2.7,15.4,2005,74,34.0,14.0,10.0,1.4,0.6,0.4,1.5,0.433,0.32,0.468,-1.4000000000000004,0.0,-0.8000000000000007,0.10000000000000142,0.02300000000000002,-0.31510132241558975,0,5.4,0.7,4.6000000000000005,12.099999999999998,-0.006000000000000005
Troy Williams,SF,23.0,NYK,21,1,14.6,2.4,5.2,0.468,0.5,1.8,0.289,1.9,3.4,0.563,0.518,1.0,1.4,0.667,1.0,2.0,3.0,0.8,1.0,0.2,0.9,1.6,6.3,2018,21,14.9,5.3,2.8,0.5,0.5,0.4,0.4,0.449,0.318,0.52,-1.0,-0.30000000000000004,-0.20000000000000018,0.3000000000000007,0.0020000000000000018,-0.29918123434156857,0,0.09999999999999964,0.0,0.7000000000000002,-4.000000000000002,0.027000000000000024
Ty Jerome,SG,23.0,OKC,33,1,23.9,3.9,8.7,0.446,2.2,5.1,0.423,1.7,3.6,0.479,0.57,0.8,1.0,0.765,0.3,2.5,2.8,3.6,0.6,0.2,1.4,1.8,10.7,2021,48,16.7,7.1,1.6,2.3,0.6,0.1,0.8,0.378,0.29,0.46,-3.5999999999999996,-1.3000000000000003,-1.1999999999999997,-7.199999999999999,-0.10999999999999993,-1.370469896910444,0,7.3999999999999995,2.2,1.2999999999999998,13.299999999999999,0.17199999999999993
Ty Jerome,SG,24.0,OKC,48,4,16.7,2.6,6.8,0.378,1.1,3.9,0.29,1.5,3.0,0.493,0.46,0.8,1.0,0.809,0.4,1.2,1.6,2.3,0.6,0.1,0.8,1.5,7.1,2022,45,18.1,6.9,1.7,3.0,0.5,0.1,0.7,0.488,0.389,0.56,-0.1999999999999993,0.7000000000000002,0.09999999999999987,1.4000000000000021,0.10000000000000003,0.25773743333798466,0,-3.5999999999999996,-1.3000000000000003,-1.1999999999999997,-7.199999999999999,-0.10999999999999993
Ty Lawson,PG,23.0,DEN,80,31,26.3,4.3,8.6,0.503,0.9,2.1,0.404,3.5,6.5,0.536,0.553,2.2,2.8,0.764,0.8,1.8,2.6,4.7,1.0,0.1,1.7,1.7,11.7,2011,61,34.8,16.4,3.7,6.6,1.3,0.1,2.4,0.488,0.365,0.535,4.699999999999999,1.8999999999999995,1.1,8.499999999999996,-0.018000000000000016,1.0632542000758491,1,3.3999999999999986,1.6,0.7000000000000002,6.0,-0.006000000000000005
Ty Lawson,PG,24.0,DEN,61,61,34.8,6.1,12.6,0.488,1.2,3.3,0.365,4.9,9.3,0.531,0.535,2.9,3.5,0.824,0.9,2.8,3.7,6.6,1.3,0.1,2.4,1.5,16.4,2012,73,34.4,16.7,2.7,6.9,1.5,0.1,2.5,0.461,0.366,0.505,0.3000000000000007,0.3000000000000007,-1.0,-0.3999999999999986,-0.030000000000000027,-0.24250598422124406,0,4.699999999999999,1.8999999999999995,1.1,8.499999999999996,-0.018000000000000016
Tyler Ennis,PG,21.0,MIL,46,7,14.2,1.8,4.1,0.449,0.3,0.8,0.333,1.5,3.2,0.48,0.484,0.5,0.7,0.735,0.3,1.3,1.6,2.1,0.5,0.0,1.0,1.4,4.5,2016,53,11.1,4.3,0.8,1.6,0.5,0.0,0.8,0.433,0.386,0.498,-0.20000000000000018,-0.5,-0.8,-3.0999999999999996,0.014000000000000012,-0.39913156984024256,0,0.7999999999999998,-0.10000000000000009,0.5,1.6999999999999993,0.08099999999999996
Tyler Ennis,PG,22.0,LAL,53,2,11.1,1.7,3.9,0.433,0.5,1.3,0.386,1.2,2.6,0.457,0.498,0.4,0.5,0.84,0.2,0.7,0.8,1.6,0.5,0.0,0.8,1.1,4.3,2017,54,12.6,4.1,1.8,1.9,0.6,0.2,0.7,0.42,0.25,0.451,-0.20000000000000018,0.2999999999999998,1.0,1.5,-0.046999999999999986,-0.04892666000288398,0,-0.20000000000000018,-0.5,-0.8,-3.0999999999999996,0.014000000000000012
Tyler Herro,SG,21.0,MIA,54,15,30.3,5.7,12.9,0.439,2.0,5.5,0.36,3.7,7.4,0.498,0.516,1.7,2.2,0.803,0.5,4.5,5.0,3.4,0.6,0.3,1.9,1.3,15.1,2021,66,32.6,20.7,5.0,4.0,0.7,0.1,2.6,0.447,0.399,0.525,5.6,0.6000000000000001,0.0,2.3000000000000007,0.009000000000000008,0.6698123422855758,1,1.5999999999999996,1.1999999999999997,0.9000000000000004,2.900000000000002,-0.0040000000000000036
Tyler Herro,SG,22.0,MIA,66,10,32.6,7.6,17.0,0.447,2.7,6.7,0.399,4.9,10.3,0.477,0.525,2.9,3.3,0.868,0.5,4.5,5.0,4.0,0.7,0.1,2.6,1.4,20.7,2022,67,34.9,20.1,5.4,4.2,0.8,0.2,2.4,0.439,0.378,0.531,-0.5999999999999979,0.20000000000000018,0.40000000000000036,2.299999999999997,0.006000000000000005,-0.027152659934328603,0,5.6,0.6000000000000001,0.0,2.3000000000000007,0.009000000000000008
Tyler Herro,SG,23.0,MIA,67,67,34.9,7.3,16.6,0.439,3.0,8.0,0.378,4.2,8.5,0.497,0.531,2.5,2.7,0.934,0.4,5.0,5.4,4.2,0.8,0.2,2.4,1.5,20.1,2023,42,33.5,20.8,5.3,4.5,0.7,0.1,2.2,0.441,0.396,0.531,0.6999999999999993,0.2999999999999998,-0.10000000000000053,-1.3999999999999986,0.0,-0.061783261521455836,0,-0.5999999999999979,0.20000000000000018,0.40000000000000036,2.299999999999997,0.006000000000000005
Tyler Herro,SG,24.0,MIA,42,40,33.5,7.7,17.5,0.441,3.1,7.9,0.396,4.6,9.6,0.478,0.531,2.3,2.6,0.856,0.5,4.8,5.3,4.5,0.7,0.1,2.2,1.5,20.8,2024,77,35.4,23.9,5.2,5.5,0.9,0.2,2.6,0.472,0.375,0.563,3.099999999999998,1.0,-0.09999999999999964,1.8999999999999986,0.03199999999999992,0.5000448895895916,0,0.6999999999999993,0.2999999999999998,-0.10000000000000053,-1.3999999999999986,0.0
Tyler Johnson,SG,23.0,MIA,36,5,24.0,3.3,6.8,0.486,0.8,2.0,0.38,2.5,4.8,0.529,0.541,1.4,1.8,0.797,0.8,2.3,3.0,2.2,0.7,0.4,1.3,1.8,8.7,2016,73,29.8,13.7,4.0,3.2,1.2,0.6,1.2,0.433,0.372,0.49,5.0,1.0,1.0,5.800000000000001,-0.051000000000000045,0.7626241409997468,1,2.799999999999999,0.9000000000000001,0.5,5.199999999999999,0.06800000000000006
Tyler Johnson,PG,24.0,MIA,73,0,29.8,4.9,11.3,0.433,1.3,3.4,0.372,3.6,7.9,0.46,0.49,2.7,3.5,0.768,0.7,3.3,4.0,3.2,1.2,0.6,1.2,2.4,13.7,2017,72,28.5,11.7,3.4,2.3,0.8,0.5,1.1,0.435,0.367,0.518,-2.0,-0.9000000000000004,-0.6000000000000001,-1.3000000000000007,0.028000000000000025,-0.5477218917947594,0,5.0,1.0,1.0,5.800000000000001,-0.051000000000000045
Tyler Zeller,C,24.0,CLE,70,9,15.0,2.2,4.1,0.538,0.0,0.0,0.0,2.2,4.1,0.54,0.538,1.2,1.7,0.719,1.5,2.6,4.0,0.5,0.3,0.5,0.9,2.0,5.7,2014,82,21.1,10.2,5.7,1.4,0.2,0.6,0.9,0.549,,0.549,4.499999999999999,0.8999999999999999,1.7000000000000002,6.100000000000001,0.01100000000000001,0.9239695528891445,1,-2.2,-0.7,-1.7000000000000002,-11.399999999999999,0.10000000000000003
Tyreke Evans,SG,21.0,SAC,57,53,37.0,6.7,16.4,0.409,0.8,2.6,0.291,5.9,13.8,0.432,0.432,3.6,4.7,0.771,0.8,4.0,4.8,5.6,1.5,0.5,3.2,2.5,17.8,2011,63,34.3,16.5,4.6,4.5,1.3,0.5,2.7,0.453,0.202,0.464,-1.3000000000000007,-1.0999999999999996,-0.20000000000000018,-2.700000000000003,0.03200000000000003,-0.49914425853787964,0,-2.3000000000000007,-0.20000000000000018,-0.5,-0.20000000000000284,-0.04099999999999998
Tyreke Evans,SG,22.0,SAC,63,61,34.3,6.5,14.3,0.453,0.3,1.6,0.202,6.2,12.7,0.484,0.464,3.2,4.1,0.779,1.0,3.6,4.6,4.5,1.3,0.5,2.7,2.2,16.5,2012,65,31.0,15.2,4.4,3.5,1.4,0.4,2.0,0.478,0.338,0.508,-1.3000000000000007,-1.0,-0.1999999999999993,-3.299999999999997,0.043999999999999984,-0.4736074876734727,0,-1.3000000000000007,-1.0999999999999996,-0.20000000000000018,-2.700000000000003,0.03200000000000003
Tyreke Evans,SG,23.0,SAC,65,61,31.0,5.6,11.8,0.478,0.7,2.0,0.338,4.9,9.7,0.508,0.508,3.2,4.2,0.775,0.9,3.6,4.4,3.5,1.4,0.4,2.0,2.0,15.2,2013,72,28.2,14.5,4.7,5.0,1.2,0.3,2.4,0.436,0.221,0.448,-0.6999999999999993,1.5,0.2999999999999998,-2.8000000000000007,-0.06,-0.14409451749271965,0,-1.3000000000000007,-1.0,-0.1999999999999993,-3.299999999999997,0.043999999999999984
Tyreke Evans,SF,24.0,NOP,72,22,28.2,5.4,12.5,0.436,0.3,1.3,0.221,5.1,11.1,0.461,0.448,3.3,4.3,0.771,1.1,3.7,4.7,5.0,1.2,0.3,2.4,2.2,14.5,2014,79,34.1,16.6,5.3,6.6,1.3,0.5,3.1,0.447,0.304,0.477,2.1000000000000014,1.5999999999999996,0.5999999999999996,5.900000000000002,0.02899999999999997,0.6998214896225872,1,-0.6999999999999993,1.5,0.2999999999999998,-2.8000000000000007,-0.06
Tyrese Haliburton,SG-PG,21.0,IND,77,77,35.0,5.6,11.8,0.473,2.1,5.1,0.414,3.5,6.8,0.517,0.562,2.1,2.5,0.842,0.8,3.2,4.0,8.2,1.7,0.6,2.6,1.6,15.3,2022,56,33.6,20.7,3.7,10.4,1.6,0.4,2.5,0.49,0.4,0.586,5.399999999999999,2.200000000000001,-0.2999999999999998,-1.3999999999999986,0.02399999999999991,0.8059125963889323,1,2.3000000000000007,2.8999999999999995,1.0,4.899999999999999,-0.006999999999999895
Tyrese Haliburton,PG,22.0,IND,56,56,33.6,7.4,15.0,0.49,2.9,7.2,0.4,4.5,7.8,0.572,0.586,3.1,3.6,0.871,0.6,3.1,3.7,10.4,1.6,0.4,2.5,1.2,20.7,2023,69,32.2,20.1,3.9,10.9,1.2,0.7,2.3,0.477,0.364,0.57,-0.5999999999999979,0.5,0.19999999999999973,-1.3999999999999986,-0.016000000000000014,-0.17008013241384634,0,5.399999999999999,2.200000000000001,-0.2999999999999998,-1.3999999999999986,0.02399999999999991
Tyrese Haliburton,PG,23.0,IND,69,68,32.2,7.2,15.2,0.477,2.8,7.8,0.364,4.4,7.4,0.595,0.57,2.8,3.3,0.855,0.5,3.4,3.9,10.9,1.2,0.7,2.3,1.1,20.1,2024,73,33.6,18.6,3.5,9.2,1.4,0.7,1.6,0.473,0.388,0.582,-1.5,-1.700000000000001,-0.3999999999999999,1.3999999999999986,0.01200000000000001,-0.5590661300167808,0,-0.5999999999999979,0.5,0.19999999999999973,-1.3999999999999986,-0.016000000000000014
Tyrese Maxey,PG,21.0,PHI,75,74,35.3,6.4,13.3,0.485,1.8,4.1,0.427,4.7,9.1,0.512,0.552,2.8,3.3,0.866,0.3,2.9,3.2,4.3,0.7,0.4,1.2,2.1,17.5,2022,60,33.6,20.3,2.9,3.5,0.8,0.1,1.3,0.481,0.434,0.568,2.8000000000000007,-0.7999999999999998,-0.30000000000000027,-1.6999999999999957,0.015999999999999903,-0.02256573783730327,0,9.5,2.3,1.5000000000000002,19.999999999999996,0.05400000000000005
Tyrese Maxey,SG,22.0,PHI,60,41,33.6,7.3,15.2,0.481,2.7,6.2,0.434,4.7,9.1,0.513,0.568,3.0,3.6,0.845,0.4,2.6,2.9,3.5,0.8,0.1,1.3,2.2,20.3,2023,70,37.5,25.9,3.7,6.2,1.0,0.5,1.7,0.45,0.373,0.524,5.599999999999998,2.7,0.8000000000000003,3.8999999999999986,-0.04399999999999993,1.0536907522518748,1,2.8000000000000007,-0.7999999999999998,-0.30000000000000027,-1.6999999999999957,0.015999999999999903
